23353.498431,-296.082377,1406.39129,10112.460574
23353.498748,-222.061783,444.123565,11491.43247
23353.499065,-222.061783,370.102971,11644.65157
23353.499382,0.0,592.164754,11568.04202
23353.499699,0.0,518.144159,11491.43247
23353.500016,74.020594,444.123565,10572.117872
23353.500333,-148.041188,444.123565,11184.994271
23353.50065,-222.061783,370.102971,11414.82292
23353.500967,0.0,370.102971,11568.04202
23353.501284,-148.041188,296.082377,11644.65157
23353.501601,-518.144159,370.102971,11568.04202
23353.501918,0.0,296.082377,11951.089769
23353.502235,0.0,222.061783,11644.65157
23353.502552,-222.061783,444.123565,11644.65157
23353.502869,0.0,296.082377,11261.603821
23353.503186,148.041188,518.144159,11721.261119
23353.503503,-592.164754,592.164754,11568.04202
23353.503819,-148.041188,444.123565,11797.870669
23353.504136,0.0,370.102971,11721.261119
23353.504453,0.0,518.144159,11414.82292
23353.50477,0.0,370.102971,11644.65157
23353.505087,-888.24713,1406.39129,11491.43247
23353.505404,0.0,370.102971,11338.21337
23353.505721,0.0,444.123565,11721.261119
23353.506038,0.0,592.164754,11874.480219
23353.506355,0.0,666.185348,11644.65157
23353.506672,444.123565,814.226536,11338.21337
23353.506989,0.0,518.144159,11491.43247
23353.507306,0.0,592.164754,11797.870669
23353.507623,-222.061783,666.185348,11644.65157
23353.50794,0.0,296.082377,11644.65157
23353.508257,814.226536,148.041188,13176.842566
23353.508574,-148.041188,370.102971,11721.261119
23353.508891,0.0,296.082377,11644.65157
23353.509208,0.0,444.123565,11568.04202
23353.509525,0.0,296.082377,11644.65157
23353.509842,0.0,740.205942,12334.137518
23353.510159,-222.061783,666.185348,11951.089769
23353.510476,0.0,222.061783,11568.04202
23353.510793,0.0,222.061783,11338.21337
23353.51111,0.0,370.102971,11797.870669
23353.511427,0.0,444.123565,11568.04202
23353.511743,-518.144159,888.24713,11338.21337
23353.51206,0.0,444.123565,11414.82292
23353.512377,0.0,592.164754,11644.65157
23353.512694,-444.123565,444.123565,11568.04202
23353.513011,-148.041188,444.123565,11568.04202
23353.513328,0.0,370.102971,11721.261119
23353.513645,-148.041188,518.144159,11568.04202
23353.513962,-222.061783,444.123565,11414.82292
23353.514279,0.0,518.144159,11338.21337
23353.514596,0.0,518.144159,11644.65157
23353.514913,0.0,518.144159,12487.356617
23353.51523,0.0,814.226536,11644.65157
23353.515547,0.0,592.164754,11874.480219
23353.515864,-148.041188,518.144159,11491.43247
23353.516181,0.0,296.082377,11568.04202
23353.516498,-666.185348,1110.308913,11184.994271
23353.516815,148.041188,666.185348,11414.82292
23353.517132,0.0,740.205942,11568.04202
23353.517449,0.0,296.082377,11644.65157
23353.517766,-148.041188,518.144159,11568.04202
23353.518083,74.020594,444.123565,11491.43247
23353.5184,0.0,666.185348,11721.261119
23353.518717,0.0,222.061783,11414.82292
23353.519034,-222.061783,370.102971,11568.04202
23353.519351,0.0,222.061783,11491.43247
23353.519667,0.0,370.102971,11874.480219
23353.519984,-222.061783,296.082377,10878.556072
23353.520301,0.0,370.102971,11491.43247
23353.520618,-148.041188,296.082377,11797.870669
23353.520935,0.0,296.082377,11414.82292
23353.521252,0.0,296.082377,11491.43247
23353.521569,0.0,370.102971,11797.870669
23353.521886,-296.082377,518.144159,11797.870669
23353.522203,0.0,444.123565,11568.04202
23353.52252,-148.041188,518.144159,11491.43247
23353.522837,-148.041188,1184.329507,11491.43247
23353.523154,-296.082377,444.123565,11338.21337
23353.523471,0.0,444.123565,11644.65157
23353.523788,0.0,518.144159,11414.82292
23353.524105,74.020594,444.123565,11491.43247
23353.524422,0.0,370.102971,11568.04202
23353.524739,-370.102971,666.185348,11951.089769
23353.525056,0.0,370.102971,11644.65157
23353.525373,0.0,296.082377,11644.65157
23353.52569,0.0,370.102971,11568.04202
23353.526007,0.0,888.24713,11491.43247
23353.526324,-148.041188,1110.308913,11261.603821
23353.526641,-148.041188,518.144159,11568.04202
23353.526958,0.0,370.102971,11644.65157
23353.527275,-148.041188,296.082377,11797.870669
